"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","WESD","WESF"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-02-29",,,"4.1","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-01",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-02",,,"3.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-03",,,"34.5","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-04",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-05",,,"3.3","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-06",,,"7.6","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-07",,,"22.9","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-08",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-09",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-10",,,"41.9","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-11",,,"0.8","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-12",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-13",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-14",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-15",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-16",,,"0.0","0.0","0.0","0.0","0.0"
"US1NJUN0010","NEW PROVIDENCE 0.8 ESE, NJ US","2024-03-17",,,"0.0","0.0","0.0","0.0","0.0"
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-01",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-02",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-03",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-04",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-05",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-06",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-07",,,"17.3",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-08",,,"3.6",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-09",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-10",,,"67.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-11",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-12",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-13",,,"23.6",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-14",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-15",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-16",,,"1.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-17",,,"4.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-18",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-19",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-20",,,"0.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-21",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-22",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-23",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-24",,,"1.5",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-25",,,"3.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-26",,,"4.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-27",,,"0.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-28",,,"14.2",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-29",,,"14.7",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-30",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-01-31",,,"0.3",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-01",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-02",,,"3.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-03",,,"3.3",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-04",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-05",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-06",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-07",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-08",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-09",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-10",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-11",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-12",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-13",,,"7.9",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-14",,,"10.2",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-16",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-17",,,"5.1",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-18",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-19",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-20",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-21",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-22",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-23",,,"2.5",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-24",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-25",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-26",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-27",,,"0.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-28",,,"12.2",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-02-29",,,"3.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-01",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-02",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-03",,,"36.3",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-04",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-05",,,"1.3",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-06",,,"11.7",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-07",,,"36.6",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-08",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-09",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-10",,,"43.7",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-11",,,"0.8",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-12",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-13",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-14",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-15",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-16",,,"0.0",,,,
"USC00288884","TETERBORO AIRPORT, NJ US","2024-03-17",,,"0.0",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-01",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-02",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-03",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-04",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-05",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-06",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-07",,,"23.6",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-08",,,"1.5",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-09",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-10",,,"58.7",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-11",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-12",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-13",,,"27.9",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-14",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-15",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-16",,,"8.1","64.0",,,"8.1"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-17",,,"5.1",,"25.0","8.4",
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-18",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-19",,,"1.3","13.0",,,"1.3"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-20",,,"3.8","89.0","102.0",,"3.8"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-21",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-22",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-23",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-24",,,"0.5",,"0.0",,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-25",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-26",,,"5.6","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-27",,,"1.0",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-28",,,"13.5",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-29",,,"10.9",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-30",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-01-31",,,"0.5",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-01",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-02",,,"4.1",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-03",,,"3.0",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-04",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-05",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-06",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-07",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-08",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-09",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-10",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-11",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-12",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-13",,,"18.5","53.0",,,"11.4"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-14",,,"5.1","8.0","51.0","17.8","5.1"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-15",,,"0.0","0.0","43.0","15.2",
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-16",,,"0.0","0.0","0.0",,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-17",,,"8.9","152.0","152.0","8.9","8.9"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-18",,,"0.8","0.0","89.0","7.6","0.0"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-19",,,"0.0","0.0","51.0","12.7","0.0"
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-20",,,"0.0","0.0","0.0","0.0",
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-21",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-22",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-23",,,"1.8",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-24",,,"0.3",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-25",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-26",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-27",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-28",,,"5.6",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-02-29",,,"4.8",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-01",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-02",,,"2.3",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-03",,,"36.8",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-04",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-05",,,"13.5",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-06",,,"4.6",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-07",,,"51.1",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-08",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-09",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-10",,,"33.5",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-11",,,"0.8",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-12",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-13",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-14",,,"0.0","0.0",,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-15",,,"0.0",,,,
"US1NJMN0104","LITTLE SILVER 0.3 NNW, NJ US","2024-03-16",,,"0.0",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-02","   11","77.7",,,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-03",,,"0.0","0.0",,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-04",,,"0.0","0.0",,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-05",,,"0.0","0.0",,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-09",,,"0.0","0.0",,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-10",,,"86.1",,,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-11",,,"0.0","0.0",,,
"US1NJMS0047","MORRISTOWN 1.4 E, NJ US","2024-01-12",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-01",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-03",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-04",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-05",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-06",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-08","    2","27.7",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-09",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-10",,,"56.9",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-11",,,"0.3",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-12",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-13",,,"23.6",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-17","    4","8.9",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-18",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-19",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-20",,,"3.6","76.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-21",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-22",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-23",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-24",,,"3.6",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-25",,,"5.3",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-26",,,"9.9",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-01-31","    5","25.7",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-01",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-02",,,"2.8",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-04","    2","2.5",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-05",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-06",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-07",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-08",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-09",,,"0.0",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-12","    3","0.0",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-14","    2","18.3",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-15",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-16",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-19","    3","11.4",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-21","    2","0.0",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-22",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-24",,,"0.3",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-27","    3","0.0",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-28",,,"5.3",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-02-29",,,"6.1",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-01",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-03","    2","34.5",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-04",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-07","    3","41.7",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-08",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-09",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-11","    2","35.8",,,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-12",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-13",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-14",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-15",,,"0.0","0.0",,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-16",,,"0.0",,,,
"US1NJMD0074","HIGHLAND PARK 0.5 E, NJ US","2024-03-17",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-01",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-02",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-03",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-07",,,"22.4","114.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-08",,,"2.5",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-09",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-10",,,"98.0",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-11",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-12",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-13",,,"35.1",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-14",,,"0.3",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-15",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-16",,,"3.6","38.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-17",,,"3.3",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-19",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-20",,,"2.0",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-21",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-22",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-23",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-24",,,"2.8",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-25",,,"6.4",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-26",,,"6.4",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-27",,,"1.5",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-28",,,"25.4",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-29",,,"8.1",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-30",,,"0.5",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-01-31",,,"1.0",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-01",,,"0.8",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-02",,,"2.5",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-03",,,"3.0",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-04",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-05",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-06",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-07",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-08",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-09",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-10",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-11",,,"0.3",,,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-12",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-15",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-16",,,"0.0","0.0",,,
"US1NJPS0042","WAYNE TWP 2.3 ESE, NJ US","2024-02-17",,,"5.8","64.0",,,
